files,mm_pixel,d1,d5,d10,d16,d25,d50,d75,d84,d90,d95,p5,p10,p16,p25,p50,p75,p84,p90,p95
images\mattole_images\MB_201907_27\DSCN3441a.JPG,0.058868965517241,1429.42236024845,1576.00621118012,1759.23602484472,1979.11180124224,2196.79019550627,2780.39101254742,3570.65390749601,3857.73524720893,4222.38267148014,4944.40433212996,92.7778553009207,103.564404883273,116.508264382095,129.322766267873,163.678742642102,210.200701754386,227.100883242589,248.567299887962,291.071968131457
images\mattole_images\MB_201907_27\DSCN3441b.JPG,0.058868965517241,1429.42236024845,1576.00621118012,1759.23602484472,1979.11180124224,2196.79019550627,2780.39101254742,3570.65390749601,3857.73524720893,4222.38267148014,4944.40433212996,92.7778553009207,103.564404883273,116.508264382095,129.322766267873,163.678742642102,210.200701754386,227.100883242589,248.567299887962,291.071968131457
images\mattole_images\MB_201907_27\DSCN3441c.JPG,0.058868965517241,1429.42236024845,1576.00621118012,1759.23602484472,1979.11180124224,2196.79019550627,2780.39101254742,3570.65390749601,3857.73524720893,4222.38267148014,4944.40433212996,92.7778553009207,103.564404883273,116.508264382095,129.322766267873,163.678742642102,210.200701754386,227.100883242589,248.567299887962,291.071968131457
images\mattole_images\MB_201907_28\DSCN3495a.JPG,0.06939837398374,65,173.669064748201,1422.86912751678,1541.6610738255,1719.84899328859,2263.0303030303,2987.91208791209,3581.31868131868,3976.92307692308,4910.64871481028,12.052350704802,98.7448038413271,106.988771757516,119.3547236318,157.050623306233,207.35624050746,248.537693201108,275.991994996873,340.791036013175
images\mattole_images\MB_201907_28\DSCN3495b.JPG,0.06939837398374,65,173.669064748201,1422.86912751678,1541.6610738255,1719.84899328859,2263.0303030303,2987.91208791209,3581.31868131868,3976.92307692308,4910.64871481028,12.052350704802,98.7448038413271,106.988771757516,119.3547236318,157.050623306233,207.35624050746,248.537693201108,275.991994996873,340.791036013175
images\mattole_images\MB_201907_28\DSCN3495c.JPG,0.06939837398374,65,173.669064748201,1422.86912751678,1541.6610738255,1719.84899328859,2263.0303030303,2987.91208791209,3581.31868131868,3976.92307692308,4910.64871481028,12.052350704802,98.7448038413271,106.988771757516,119.3547236318,157.050623306233,207.35624050746,248.537693201108,275.991994996873,340.791036013175
images\mattole_images\MB_201907_29\DSCN3521a.JPG,0.054025316455696,124.186046511628,450.588235294118,908.004201680672,1069.15477084899,1207.77235161533,1706.37325433771,5204.09956076135,6590.62676453981,7403.72670807453,8373.54085603112,24.3431720029784,49.0552143389001,57.761424835234,65.2502835024586,92.187355057131,281.153125637082,356.060696595644,399.988678355216,452.383194601783
images\mattole_images\MB_201907_29\DSCN3521b.JPG,0.054025316455696,124.186046511628,450.588235294118,908.004201680672,1069.15477084899,1207.77235161533,1706.37325433771,5204.09956076135,6590.62676453981,7403.72670807453,8373.54085603112,24.3431720029784,49.0552143389001,57.761424835234,65.2502835024586,92.187355057131,281.153125637082,356.060696595644,399.988678355216,452.383194601783
images\mattole_images\MB_201907_29\DSCN3521c.JPG,0.054025316455696,124.186046511628,450.588235294118,908.004201680672,1069.15477084899,1207.77235161533,1706.37325433771,5204.09956076135,6590.62676453981,7403.72670807453,8373.54085603112,24.3431720029784,49.0552143389001,57.761424835234,65.2502835024586,92.187355057131,281.153125637082,356.060696595644,399.988678355216,452.383194601783
images\mattole_images\MB_201907_30\DSCN3550a.JPG,0.074877192982456,1736.98795180723,2393.95770392749,2949.31714719272,3495.59939301973,4256.8909512761,6355.1912568306,9650.59616381545,11143.5977190254,13486.8686868687,15507.0707070707,179.252832988816,220.836589196816,261.740670340495,318.744045263972,475.858882178123,722.60955135376,834.401316926323,1009.85886939571,1161.12592592593
images\mattole_images\MB_201907_30\DSCN3550b.JPG,0.074877192982456,1736.98795180723,2393.95770392749,2949.31714719272,3495.59939301973,4256.8909512761,6355.1912568306,9650.59616381545,11143.5977190254,13486.8686868687,15507.0707070707,179.252832988816,220.836589196816,261.740670340495,318.744045263972,475.858882178123,722.60955135376,834.401316926323,1009.85886939571,1161.12592592593
images\mattole_images\MB_201907_30\DSCN3550c.JPG,0.074877192982456,1736.98795180723,2393.95770392749,2949.31714719272,3495.59939301973,4256.8909512761,6355.1912568306,9650.59616381545,11143.5977190254,13486.8686868687,15507.0707070707,179.252832988816,220.836589196816,261.740670340495,318.744045263972,475.858882178123,722.60955135376,834.401316926323,1009.85886939571,1161.12592592593
